oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Sex_Female,Sex_Male,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,All_Other_Languages,English,PLS_Other_Unknown,Spanish,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Other_Unknown,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,disp_CAH,disp_Childrens_or_Cancer,Zip_Blank_Invalid,Zip_Unknown,dx_Certain_Perinatal_Conditions,disp_Other,disp_Disaster_Care_Site,Unknown_inv_Payer,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Routine,a_disp_SN_IC_Care,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Sex_Female,a_Sex_Male,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Other_Unknown,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_Eth_Other_Unknown,a_eth_Hispanic,a_eth_NonHispanic,a_All_Other_Languages,a_English,a_PLS_Other_Unknown,a_Spanish,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Other_Unknown,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Residential_Care,a_Zip_Foreign,a_Zip_Unknown,a_Age_0_09,a_Age_10_19,a_racegrp_aman,a_racegrp_nhpi,a_dx_Congenital,a_dx_Factors_Influencing_Health,a_dx_Pregnancy_Childbirth,a_disp_Childrens_or_Cancer,a_sex_Oth_Unknown,a_dx_Certain_Perinatal_Condition,a_disp_CAH,a_disp_Other,a_Unknown_inv_Payer,a_Zip_Blank_Invalid,a_disp_Invalid_Blank,a_disp_Disaster_Care_Site,ED_STATIONS_ON_1231
106190756,190756,SAINT JOHN'S HEALTH CENTER,General Acute Care Hospital,Los Angeles,2121 SANTA MONICA BLVD,SANTA MONICA,90404,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 26,District 50,Santa Monica Central/Sawtelle/West Los Angeles,Urban,387,936,37,21,,35,6,95,387,1,9,22587,245,7662,7038,483,8503,1075,22096,130,1600,910,12667,12078,16,951,1137,3365,3932,3173,3352,3192,2792,2824,43,58,878,2899,653,47,5606,855,13765,4496,19479,786,880,22561,111,1209,1710,2,1358,147,258,344,212,596,1395,1173,6018,1755,1885,80,1103,44,384,1233,808,4236,,15,7,18,20,,,,140,141,337,1674,233,16,319,2560,1252,757,4274,25,1579,73,6266,307,113,3290,3417,162,315,340,655,1035,1526,2634,3,305,540,159,999,162,4531,173,781,5754,509,5845,25,329,1367,904,63,11,254,7,417,1284,756,100,162,354,218,,464,138,121,4,,32,19,1,11,27,12,,4,18,55,,1,11,,,,2,,,27
106190758,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,General Acute Care Hospital,Los Angeles,501 S BUENA VISTA ST,BURBANK,91505,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 25,District 43,Burbank North/North Hollywood South,Urban,866,1749,98,80,5,30,21,1082,453,1,9,45772,273,22823,8723,1198,15354,2391,48815,64,596,996,26954,23520,15,5540,3857,8498,8661,6354,5975,5170,3604,2812,18,52,1066,2454,1043,40,15956,928,28950,17860,31800,829,3487,40818,82,6102,3374,12,3813,168,1078,531,528,1172,3235,3407,10952,2085,3478,193,1922,62,1421,3925,1669,7395,2,48,5,13,69,,,,247,216,517,1993,340,9,147,5715,2039,2372,6639,100,2021,139,10872,257,131,5556,5713,409,724,924,1439,2076,2469,3143,9,371,476,345,3098,143,6815,120,2603,8548,1700,8093,44,1434,2148,1709,132,28,419,5,792,2333,1004,143,293,414,401,2,826,214,239,1,3,38,8,1,43,35,,23,2,8,126,3,2,33,2,,,2,1,,24
106190766,190766,COAST PLAZA HOSPITAL,General Acute Care Hospital,Los Angeles,13100 STUDEBAKER RD,NORWALK,90650,Investor - Limited Liability Company,,Emergency - Basic,,,100-149,District 32,District 57,Norwalk/Studebaker,Urban,375,23,26,34,,,,323,190,,94,8216,85,5887,1663,179,984,653,9157,1,26,64,4943,4423,,776,908,1504,1541,1255,1297,1026,559,500,,40,451,1014,,38,3782,46,3995,6179,3146,41,47,7548,8,1763,555,1,700,12,219,141,121,574,485,359,2063,557,553,23,372,4,119,1135,407,966,,,6,112,,,,,118,121,129,200,30,40,2,670,535,698,1035,22,152,27,1896,26,4,958,976,79,129,175,314,399,395,439,4,154,205,,680,13,865,4,939,991,35,1502,,397,308,200,33,,149,,138,597,119,47,26,14,97,5,116,25,57,,,88,,8,,,,17,,3,,,,,1,,,,,,8
106190796,190796,RONALD REAGAN UCLA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,757 WESTWOOD PLAZA,LOS ANGELES,90095,University of California,Level I & Level I - Ped,Emergency - Comprehensive,,Teaching,300-499,District 26,District 54,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,1089,226,76,79,3,,1,54,1875,21,1,30901,65,9650,5485,1008,16061,2198,29876,105,2966,1334,17631,16741,30,2817,3588,7283,5542,4172,3740,3369,2264,1623,4,139,3344,4956,925,61,5692,2751,16534,8512,24551,1339,827,31598,218,1759,1878,20,1674,200,437,343,933,634,1972,1448,6745,3941,2867,126,1875,50,567,1665,904,6083,,11,1,120,40,,,,526,258,371,2550,191,136,434,5966,667,2876,5109,130,2991,90,10430,428,319,5181,6011,909,1104,1226,1641,2014,1785,1620,2,1079,1361,230,2167,794,5477,444,3312,7440,608,9394,29,1165,1741,1419,204,17,513,107,493,1695,2348,196,245,562,465,1,615,156,291,12,5,73,17,2,537,358,53,35,28,16,65,7,4,19,,,,,,,41
106190812,190812,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care Hospital,Los Angeles,15107 VANOWEN ST,VAN NUYS,91405,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 18,District 46,Northridge South/Reseda North,Urban,418,2074,70,,6,,,53,268,,,41822,3,6128,3684,154,31437,3324,43831,7,609,192,24357,20368,2,9592,5387,6875,6260,5306,5182,3752,1521,852,,86,1231,2409,435,13,874,84,39595,33664,10797,266,977,25367,57,18326,2080,11,2136,124,1114,326,617,1240,2352,2414,6935,1137,3998,71,1552,15,1583,4252,1508,11064,,13,4,84,198,,,,156,371,308,1071,130,22,134,4182,837,4108,2499,40,569,94,6988,287,32,3469,3841,416,666,823,1284,1485,1041,1016,,360,500,69,120,19,6242,47,4053,3210,580,4202,26,2502,1232,1187,122,14,451,10,512,1446,539,130,139,187,216,,525,167,251,,,89,1,2,400,179,,,7,9,133,10,,33,,,,,,,33
106190818,190818,USC VERDUGO HILLS HOSPITAL,General Acute Care Hospital,Los Angeles,1812 VERDUGO BLVD,GLENDALE,91208,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 25,District 43,Burbank South/Eagle Rock/Glendale Northwest,Urban,51,742,14,2,,,947,97,15,,1,20140,32,7546,4457,256,8936,846,21016,715,89,175,12049,9986,6,1973,1993,3093,3325,2871,2836,2624,1902,1424,,97,1480,1163,477,,3111,212,15501,4104,17550,387,683,20831,41,486,1540,5,1382,65,391,273,268,355,1678,1647,4668,614,1803,73,949,25,456,1508,732,3595,,,43,3,14,,,,288,91,99,973,95,38,32,1672,668,472,2729,12,759,40,3854,38,27,2128,1882,111,209,236,441,756,983,1251,10,242,186,139,520,19,2894,50,658,3304,317,3461,18,216,573,571,52,13,193,7,259,900,350,153,92,134,152,8,323,79,115,2,,53,82,3,,15,12,,5,4,29,1,2,,,,,8,,,13
106190859,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,General Acute Care Hospital,Los Angeles,7300 MEDICAL CENTER DR,WEST HILLS,91307,Investor - Corporation,,Emergency - Basic,,,200-299,District 27,District 45,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,804,1304,35,87,3,,36,171,316,4,2,43824,68,22611,8166,1701,10026,4158,44783,35,227,1555,24947,21714,1,5192,4373,7578,7282,5868,5758,4663,3197,2751,,30,2049,3046,2492,,22061,382,16602,13741,32000,921,814,42103,65,3680,3056,5,2704,201,859,520,547,885,2750,2555,10548,2527,3362,116,1699,22,864,3942,1592,7895,1,1,49,13,13,5,1,,214,297,200,1423,295,28,98,3013,1224,1408,4166,264,1006,102,6686,102,149,3415,3530,243,457,524,855,1292,1474,2046,,375,282,421,2127,49,3692,111,1090,5745,328,6117,17,484,1389,928,127,10,337,11,526,1277,827,154,132,216,272,9,422,120,174,23,5,126,2,7,26,29,,,6,9,,,1,,,,,,,,30
106190878,190878,ADVENTIST HEALTH WHITE MEMORIAL,General Acute Care Hospital,Los Angeles,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,Teaching,300-499,District 24,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,436,1559,27,64,7,9,44,597,28,2,6,49069,221,32949,9235,1776,4953,3227,50815,2,545,197,29318,22830,,9564,5459,9287,7853,5591,5368,4303,2830,1868,25,46,467,1626,17,43,4074,775,45100,47511,4453,184,87,32517,13,19531,3012,4,3730,189,1359,556,655,1365,3402,2803,8673,1062,3578,121,1856,16,2155,5265,2153,10017,,,4,585,177,79,,8,158,322,227,1441,98,70,108,6557,708,4538,3631,404,1087,212,8920,781,27,4645,5227,944,1278,1131,1582,1743,1321,1206,22,168,588,,747,354,7996,54,8219,1599,40,5435,2,4395,1497,1259,110,27,754,23,554,1418,604,1778,161,257,321,1,424,164,211,55,92,12,,143,365,280,,19,13,18,182,12,,96,,12,,1,,,28
106190883,190883,WHITTIER HOSPITAL MEDICAL CENTER,General Acute Care Hospital,Los Angeles,9080 COLIMA RD,WHITTIER,90605,Investor - Corporation,,Emergency - Basic,,,150-199,District 32,District 57,La Habra Heights/Whittier,Urban,634,885,16,4,3,,,131,184,2,10,20261,79,2981,2784,328,15909,497,21773,11,497,214,12158,10341,,3434,2434,3820,3636,2835,2681,1777,998,884,,87,2241,609,302,32,11989,491,6748,14519,7454,526,1094,17425,1,3979,1223,2,1545,28,625,245,249,458,1461,1096,4525,833,1361,47,926,10,643,2516,933,3748,,290,3,1,25,,,,266,190,145,362,94,13,5,1944,549,1267,1541,7,662,127,3470,107,24,1812,1792,187,300,350,613,667,599,862,4,694,84,46,1492,72,1216,70,1751,1783,407,2592,,605,502,713,55,1,262,5,305,606,251,78,47,109,135,4,252,93,122,,1,25,1,1,,22,,,,4,60,10,,,,,,1,,,10
106190949,190949,HENRY MAYO NEWHALL HOSPITAL,General Acute Care Hospital,Los Angeles,23845 MCBEAN PKWY,VALENCIA,91355,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 27,District 38,Canyon Country/Santa Clarita West/Saugus,Urban,2041,868,66,150,,,,1120,144,1,30,49489,158,21430,9919,2069,17702,2947,53052,1,216,773,28972,25082,13,7066,5573,7716,7989,6469,6403,5590,3910,3351,,99,2250,3555,15,75,12961,486,34626,20076,32972,1019,139,52483,8,1437,4558,4,3441,327,1088,1119,500,2115,3206,3532,10455,2102,3009,271,2732,73,920,4943,1442,8208,,,17,8,22,,,,391,217,318,1369,2,52,253,4942,769,1737,4376,73,2032,236,8174,171,98,4210,4241,542,750,776,1105,1565,1736,1853,,466,465,,1244,72,6179,47,1616,6791,73,7926,,455,1450,1152,47,8,376,14,597,1141,1235,849,185,216,252,3,616,128,102,,60,81,,,18,109,13,15,2,1,64,,3,16,,,,11,,,30
106191227,191227,LAC/HARBOR-UCLA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,1000 W CARSON ST,TORRANCE,90502,City or County,Level I & Level II - Ped,Emergency - Basic,,Teaching,300-499,District 35,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,1870,8322,153,81,,,324,225,3433,15,59,62888,111,59754,5766,1507,5155,5434,72182,46,4403,330,37859,39716,41,14237,8821,11284,11092,10199,10604,7583,2435,1361,,290,3207,14267,1021,395,51161,1373,5902,49265,26665,1686,1128,49944,435,26109,4122,20,3967,401,1366,1132,1602,4724,3884,3649,9564,6268,6984,217,3470,109,1091,4040,2313,18617,,14,211,444,76,,121,,477,616,472,1013,144,89,325,11076,866,10119,3353,264,954,557,14085,1060,84,6557,8739,1340,1777,2084,2985,2719,1658,1264,1,1023,2925,341,8924,280,1632,312,8596,6390,450,9273,50,5525,2497,1827,205,20,970,59,781,1581,2946,667,307,453,589,,927,336,677,76,13,123,13,55,867,603,65,108,23,41,330,5,2,62,,,51,1,,3,73
106191228,191228,LAC+USC MEDICAL CENTER,General Acute Care Hospital,Los Angeles,1200 N STATE ST,LOS ANGELES,90033,City or County,Level I & Level II - Ped,Emergency - Comprehensive,,Teaching,500+,District 24,District 51,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,1885,6491,199,68,9,99,535,7849,4952,7,97,82344,192,73961,7624,11050,5268,7032,94549,106,8563,472,45920,58952,63,9256,7796,16095,18718,17887,17377,12094,4193,1519,,148,2939,11218,628,44,83725,2278,3955,74680,26722,3533,2108,56036,482,46309,6097,25,5153,501,1645,1658,2975,3051,5684,2657,16728,9826,11229,401,5711,84,1333,3178,3633,23320,,28,213,1032,46,,180,,642,989,754,363,145,154,356,17074,1040,15825,4464,1060,1014,627,20372,2567,111,8801,14369,2027,3162,3594,4672,4311,2087,1650,,1170,2679,205,17425,663,946,931,15295,6949,977,11239,121,10838,3386,3056,395,42,1506,129,1427,2540,3735,1098,637,913,1089,,1264,647,750,133,1423,60,11,107,1017,655,72,15,20,25,310,14,5,206,,,185,7,19,9,106
106191230,191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",General Acute Care Hospital,Los Angeles,1680 E 120TH ST,LOS ANGELES,90059,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,Teaching,100-149,District 35,District 64,Paramount North/Willowbrook,Urban,2060,5118,38,284,27,2,,669,2166,7,127,88583,153,76297,8193,10949,4054,,91268,1,7817,324,54337,45133,23,10250,8509,18346,18093,14996,14396,10681,3079,1143,,35,199,34425,1942,79,2479,2029,58305,57090,37516,4887,74,70909,69,28441,8787,19,4518,402,1595,1388,984,1630,5752,4825,15232,4056,7564,200,4418,26,2885,7032,4146,23982,14,243,21,62,52,2,,,17,11,,16,1,,,500,9,490,17,6,35,10,542,12,,525,33,274,182,17,20,12,,,8,,157,29,57,12,303,33,353,172,,525,,33,11,3,,,1,,10,2,6,,3,2,5,,3,1,,,1,,,4,13,32,,,,2,496,2,,13,,1,,,,,29
106191231,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,14445 OLIVE VIEW DR,SYLMAR,91342,City or County,,Emergency - Basic,,Teaching,300-499,District 18,District 39,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,Urban,727,2980,14,42,5,,227,226,2878,3,17,40644,96,35684,3336,2882,2716,3359,44909,27,2554,87,23142,24826,9,3473,3276,6574,7992,8645,9002,6118,2073,824,,94,1158,1810,249,18,41755,1481,1412,34871,10846,2260,1273,21941,253,24510,3688,14,2691,227,744,971,1199,1236,3221,1479,4564,4269,5057,227,2305,31,714,1785,1544,11987,,10,132,268,24,,108,,257,410,138,421,95,39,34,6648,485,6244,1572,159,198,585,8228,566,13,3675,5151,580,1143,1543,2025,1935,862,524,,302,396,54,7557,178,318,197,6212,2420,324,3783,8,4714,1520,1638,164,26,686,38,697,1050,425,447,240,367,286,,524,223,378,251,15,30,7,14,132,85,24,,10,11,81,,3,18,,,71,1,1,5,51
106191450,191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,General Acute Care Hospital,Los Angeles,5601 DE SOTO AVE,WOODLAND HILLS,91367,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,447,268,28,1112,57,4,39,21,457,4,1,38062,211,7216,12801,90,18838,1768,40118,1,325,265,21898,18808,7,3630,2498,4834,5013,4187,4889,5379,5217,5066,,99,4051,3480,253,172,11734,763,20161,12132,28133,448,511,38290,75,1837,4199,12,2977,242,625,673,531,548,2534,2950,6939,1523,2838,155,1791,25,655,2903,1067,7496,,2,4,,30,,,,203,58,180,1561,139,8,9,1902,329,236,2880,8,1236,40,4342,32,24,2108,2292,117,235,242,511,803,1068,1406,4,399,306,,859,29,2764,24,879,3497,100,4045,10,245,795,665,61,2,160,9,232,1343,257,54,92,119,119,2,319,36,87,1,,1,,,,14,13,30,1,5,42,,,,,9,,2,,,38
106196035,196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,General Acute Care Hospital,Los Angeles,1011 BALDWIN PARK BLVD,BALDWIN PARK,91706,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 22,District 48,Bassett/Industry West/La Puente,Urban,987,345,46,1358,114,3,8,71,750,24,4,66053,266,15205,17428,94,34968,2345,69416,,453,165,38390,31641,9,9308,6053,8493,8697,7694,8133,7826,7595,6239,2,225,8027,2460,144,556,46214,2627,9787,46354,22173,1513,1414,59157,116,9353,6356,18,6060,387,1430,1200,743,713,4758,4581,12702,2082,4443,271,2732,23,1507,5914,2131,11912,,11,5,1,77,,,,252,22,236,1786,183,8,8,2569,394,406,3400,6,1597,70,5414,54,15,2735,2748,176,329,445,614,1108,1402,1361,,837,244,19,3073,38,1213,25,3116,2342,181,4347,15,940,1026,997,66,6,277,2,302,1472,355,37,96,151,101,10,330,80,87,7,,1,,,12,36,15,44,3,7,78,,,,,17,4,,,,30
106196168,196168,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,General Acute Care Hospital,Los Angeles,2801 ATLANTIC AVE,LONG BEACH,90806,Non-profit Corporation (incl. Church-related),Level II & Level II - Ped,,,,300-499,District 33,District 70,Bixby Knolls/Long Beach Central,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,,1,1,,,,,,,,2,,,,,2,,2,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,0
106196403,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,General Acute Care Hospital,Los Angeles,9333 IMPERIAL HWY,DOWNEY,90242,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 32,District 58,Downey Northeast,Urban,662,861,33,1568,93,,,14,992,6,,86746,294,20723,18863,127,49681,1884,90247,1,829,195,51963,39311,4,14320,7486,12123,12840,10590,10141,9631,8452,5695,,212,4952,12259,243,554,60369,2017,10672,61065,29005,1208,441,76981,129,13727,7762,31,7556,647,1684,1701,988,896,6334,6749,13787,2831,5743,381,3829,24,3130,7990,2579,16500,,9,5,1,136,,,,395,82,369,2809,238,15,27,4833,610,836,5248,11,3223,73,9292,81,18,4840,4551,402,628,802,1209,1770,2203,1953,,682,1555,18,5202,43,1807,28,5280,4083,80,7284,16,2011,1725,1411,159,7,522,13,488,2585,529,92,239,307,280,,573,148,197,3,,3,,,246,178,19,65,10,19,68,,,19,,7,,,,,80
106196404,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Acute Psychiatric Hospital,Los Angeles,7150 TAMPA AVE,RESEDA,91335,Non-profit Corporation (incl. Church-related),,,,,200-299,District 27,District 45,Reseda South/Van Nuys Southwest,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106196405,196405,PALMDALE REGIONAL MEDICAL CENTER,General Acute Care Hospital,Los Angeles,38600 MEDICAL CENTER DR,PALMDALE,93551,Investor - Corporation,,Emergency - Basic,,,150-199,District 21,District 36,Palmdale Central,Urban,431,2392,49,4,3,,35,884,158,1,38,58191,34,30843,6007,1332,21693,2422,60587,3,1045,644,34266,28031,,10006,6890,10549,10061,7636,7181,5605,2703,1660,6,71,653,14106,1848,63,2178,444,42934,31901,29911,485,214,55167,305,6611,3523,20,4587,354,1661,1149,705,2151,3943,3132,11380,2004,4139,183,2184,37,1739,9092,2065,8215,,77,1,17,34,,,,116,241,279,1162,259,3,161,4115,432,2440,3292,234,864,49,6600,207,70,3518,3361,361,625,768,1194,1607,1259,1013,2,127,1307,231,183,28,4988,31,2559,4289,47,5757,13,1062,1251,1020,86,9,470,5,467,1453,638,130,121,164,276,3,511,103,109,7,81,21,2,,,50,,15,3,8,52,2,,,,,,,,,35
106201281,201281,MADERA COMMUNITY HOSPITAL,General Acute Care Hospital,Madera,1250 E ALMOND AVE,MADERA,93637,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 12,District 5,Madera,Rural,2955,1290,83,,1,1,,620,213,,,26398,100,19083,4728,1253,4306,2291,30983,2,500,173,17401,14259,1,2261,2922,5885,5423,4789,3860,3325,1810,1386,,39,549,1367,19,,111,19,29557,23374,8149,138,170,21631,2,9858,2195,5,3091,162,705,757,212,589,2248,2061,5973,1612,1879,105,1396,7,1431,2289,981,3950,,,3,,13,,,,85,79,116,279,,3,,1121,301,856,929,105,168,21,1984,84,11,1023,1056,127,197,245,344,434,353,362,3,55,93,,,9,1922,5,1273,801,26,1402,1,650,306,454,10,1,191,,179,252,170,54,22,21,52,3,226,53,38,,90,,,,,14,,,,1,46,1,,,,4,,,,,16
106204019,204019,VALLEY CHILDREN'S HOSPITAL,General Acute Care Hospital,Madera,9300 VALLEY CHILDREN'S PL,MADERA,93636,Non-profit Corporation (incl. Church-related),Level II - Pediatric,Emergency - Basic,,,300-499,District 12,District 5,Madera,Rural,262,133,13,2,,,,4,162,,,77154,,60975,21,1316,14007,1411,77467,8,14,235,36673,41050,7,56673,20331,545,90,57,15,14,,,5,190,3346,3101,1390,51,5569,594,63489,59128,17787,815,337,61619,68,15706,1050,132,4062,220,2539,403,848,637,2698,6879,13147,635,1734,67,2329,113,63,18035,2104,19476,,,,6,559,,,,60,1,22,3,,15,,6975,,3717,7,1664,1680,34,7078,3,21,3161,3940,94,,,,,,,,390,381,176,474,82,5578,95,4734,2273,63,5828,26,1185,94,1009,184,27,408,30,243,428,565,63,164,184,374,3,2551,179,193,,26,,,,5095,1913,21,,72,19,,,1,312,,,,,,,38
106210992,210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,General Acute Care Hospital,Marin,99 MONTECILLO RD,SAN RAFAEL,94903,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 2,District 10,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,259,559,55,478,121,1,47,79,228,36,6,26241,163,2863,10423,438,13276,1280,27988,,164,120,14795,13481,6,1898,2056,2290,2553,2814,3839,4072,4357,4403,,90,1372,1212,316,68,4609,1206,19409,4217,22769,1296,342,26469,46,1425,2586,4,1568,123,448,326,458,628,1405,1065,7308,1129,2038,105,1072,12,229,1620,900,5247,1,7,8,2,11,,1,2,167,46,121,640,141,9,5,1570,232,86,2128,3,701,22,2913,17,10,1463,1477,49,83,124,285,520,797,1064,,143,99,16,207,38,2424,32,187,2721,54,2812,3,71,618,456,60,2,99,2,132,752,261,58,68,72,85,2,186,47,36,6,2,1,,,,18,13,,3,1,,,,,,,,,,,15
106211006,211006,MARINHEALTH MEDICAL CENTER,General Acute Care Hospital,Marin,250 BON AIR RD,GREENBRAE,94904,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,,,300-499,District 2,District 10,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,214,416,38,42,35,,103,349,289,46,45,27872,210,11331,7326,891,8816,1318,28724,42,326,549,15214,14466,2,3853,2831,3170,3567,3514,3484,3310,3154,2790,9,38,1089,1472,424,76,1443,193,24947,8914,20403,365,213,23434,6,6029,2117,4,1416,115,494,260,347,790,1375,1282,7248,1547,2341,64,1169,26,551,1755,999,5760,10,11,21,20,22,2,,,182,112,230,1027,167,49,51,3013,1197,1126,3703,227,1082,65,5964,157,78,2830,3374,193,294,414,680,1071,1517,1889,3,229,292,41,129,27,5452,66,813,5326,58,5626,15,506,1220,739,77,11,256,10,320,987,999,217,129,218,274,,388,159,137,5,125,46,4,1,90,54,11,24,4,3,42,,1,15,,1,2,1,,,31
106214034,214034,NOVATO COMMUNITY HOSPITAL,General Acute Care Hospital,Marin,180 ROWLAND WAY,NOVATO,94945,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,1-49,District 2,District 10,Bel Marin Keys/Black Point/Ignacio/Novato/San Rafael East/Santa Venetia,Urban,303,75,14,63,4,,57,87,39,41,44,13908,65,6631,3717,335,3217,809,14225,16,223,197,7850,6859,,1629,1461,1642,1799,1763,1759,1740,1598,1318,,26,331,652,121,53,3072,1184,9270,4681,8651,1377,242,10841,35,3591,879,2,909,62,318,140,173,231,799,865,3350,902,924,29,508,9,181,1343,637,2448,,9,,48,,,,,102,28,49,371,62,3,5,494,258,244,935,18,172,21,1331,45,10,683,707,25,69,94,161,247,337,455,2,44,43,,159,67,1077,80,212,1098,28,1240,5,117,186,251,19,1,70,2,88,368,128,20,32,17,64,2,82,38,22,6,,12,4,,,,,,,,,,,,,,,,,,9
